Sensor;Split;Accuracy;F1;Recall;Precision
43;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
43;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
43;9;1.0;1.0;1.0;1.0
43;10;1.0;1.0;1.0;1.0
44;1;1.0;1.0;1.0;1.0
44;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
44;3;1.0;1.0;1.0;1.0
44;4;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
44;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
44;6;1.0;1.0;1.0;1.0
44;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
44;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
44;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
44;10;1.0;1.0;1.0;1.0
45;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
45;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;4;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;6;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
45;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
45;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
45;10;1.0;1.0;1.0;1.0
48;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
48;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
48;3;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
48;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
48;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
48;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
48;7;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
48;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
48;9;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
48;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
49;1;1.0;1.0;1.0;1.0
49;2;1.0;1.0;1.0;1.0
49;3;1.0;1.0;1.0;1.0
49;4;1.0;1.0;1.0;1.0
49;5;1.0;1.0;1.0;1.0
49;6;1.0;1.0;1.0;1.0
49;7;1.0;1.0;1.0;1.0
49;8;1.0;1.0;1.0;1.0
49;9;1.0;1.0;1.0;1.0
50;1;1.0;1.0;1.0;1.0
50;2;1.0;1.0;1.0;1.0
50;3;1.0;1.0;1.0;1.0
50;4;1.0;1.0;1.0;1.0
50;5;1.0;1.0;1.0;1.0
50;6;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
50;7;1.0;1.0;1.0;1.0
50;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
50;9;1.0;1.0;1.0;1.0
50;10;1.0;1.0;1.0;1.0
52;1;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
52;2;1.0;1.0;1.0;1.0
52;3;1.0;1.0;1.0;1.0
52;4;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
52;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
52;6;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
52;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
52;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
52;9;1.0;1.0;1.0;1.0
52;10;1.0;1.0;1.0;1.0
53;1;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
53;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
53;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
53;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
53;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
53;6;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
53;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
53;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
53;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
53;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
58;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
58;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
58;3;1.0;1.0;1.0;1.0
58;4;1.0;1.0;1.0;1.0
58;5;1.0;1.0;1.0;1.0
58;6;1.0;1.0;1.0;1.0
58;7;1.0;1.0;1.0;1.0
58;8;1.0;1.0;1.0;1.0
58;9;1.0;1.0;1.0;1.0
58;10;1.0;1.0;1.0;1.0
59;1;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
59;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
59;3;1.0;1.0;1.0;1.0
59;4;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
59;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
59;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
59;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
59;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
59;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
59;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
60;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
60;2;1.0;1.0;1.0;1.0
60;3;1.0;1.0;1.0;1.0
60;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
60;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
60;6;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
60;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
60;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
60;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
60;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
62;1;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
62;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
62;3;1.0;1.0;1.0;1.0
62;4;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
62;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
62;6;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
62;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
62;8;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
62;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
62;10;1.0;1.0;1.0;1.0
65;1;1.0;1.0;1.0;1.0
65;2;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
65;3;1.0;1.0;1.0;1.0
65;4;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
65;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
65;6;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
65;7;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
65;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
65;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
65;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
69;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
69;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
69;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;9;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
69;10;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
73;1;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
73;2;0.9664429530201343;0.9664429530201343;0.9664429530201343;0.9664429530201343
73;3;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
73;4;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
73;5;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
73;6;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
73;7;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
73;8;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
73;9;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
73;10;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
76;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
76;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
76;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
76;4;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
76;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
76;6;0.9664429530201343;0.9664429530201343;0.9664429530201343;0.9664429530201343
76;7;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
76;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
76;9;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
76;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
81;1;1.0;1.0;1.0;1.0
81;2;1.0;1.0;1.0;1.0
81;3;1.0;1.0;1.0;1.0
81;4;1.0;1.0;1.0;1.0
81;5;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
81;6;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
81;7;1.0;1.0;1.0;1.0
81;8;1.0;1.0;1.0;1.0
81;9;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
81;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
6;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
6;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
6;3;1.0;1.0;1.0;1.0
6;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
6;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
6;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
6;7;1.0;1.0;1.0;1.0
6;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
6;9;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
6;10;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
9;1;1.0;1.0;1.0;1.0
9;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
9;3;1.0;1.0;1.0;1.0
9;4;1.0;1.0;1.0;1.0
9;5;1.0;1.0;1.0;1.0
9;6;1.0;1.0;1.0;1.0
9;7;1.0;1.0;1.0;1.0
9;8;1.0;1.0;1.0;1.0
9;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
9;10;1.0;1.0;1.0;1.0
18;1;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
18;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;3;1.0;1.0;1.0;1.0
18;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
18;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;7;1.0;1.0;1.0;1.0
18;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
18;9;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
18;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
20;2;1.0;1.0;1.0;1.0
20;3;1.0;1.0;1.0;1.0
20;4;1.0;1.0;1.0;1.0
20;5;1.0;1.0;1.0;1.0
20;6;1.0;1.0;1.0;1.0
20;7;1.0;1.0;1.0;1.0
20;8;1.0;1.0;1.0;1.0
20;9;1.0;1.0;1.0;1.0
20;10;1.0;1.0;1.0;1.0
38;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;3;1.0;1.0;1.0;1.0
38;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;5;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;6;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
38;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
38;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
38;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
38;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;1;0.9731543624161074;0.9731543624161074;0.9731543624161074;0.9731543624161074
40;2;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;3;1.0;1.0;1.0;1.0
40;4;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;5;1.0;1.0;1.0;1.0
40;6;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;7;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
40;8;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
40;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
40;10;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;1;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
51;2;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;3;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
51;4;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
51;5;0.9798657718120806;0.9798657718120806;0.9798657718120806;0.9798657718120806
51;6;1.0;1.0;1.0;1.0
51;7;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;8;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;9;0.9865771812080537;0.9865771812080537;0.9865771812080537;0.9865771812080537
51;10;0.9932885906040269;0.9932885906040269;0.9932885906040269;0.9932885906040269
