year;month;day;hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
2016;1;2;6;0;1;0;0.0;0.0;fraca
2016;1;17;21;30;5;0;0.0;0.0;fraca
2016;1;17;20;30;8;0;0.0;0.0;fraca
2016;1;10;15;0;4;0;0.0;0.2;fraca
2016;1;20;12;0;7;0;0.0;0.0;fraca
2016;1;28;17;30;4;0;0.0;0.0;fraca
2016;1;11;17;0;15;0;0.98;0.4;fraca
2016;1;29;20;30;4;0;0.0;0.0;fraca
2016;1;28;4;30;0;0;0.0;0.0;fraca
2016;1;13;4;0;10;0;0.0;0.0;fraca
2016;1;20;16;0;8;0;0.0;0.0;fraca
2016;1;13;0;30;1;0;0.0;0.0;fraca
2016;1;31;19;30;5;0;0.0;0.0;fraca
2016;1;1;21;30;4;0;0.0;0.0;fraca
2016;1;20;3;0;0;0;0.0;0.0;fraca
2016;1;22;19;30;10;0;0.0;0.0;fraca
2016;1;10;4;0;0;0;3.34;1.96;fraca
2016;1;31;5;0;0;0;0.0;0.0;fraca
2016;1;21;5;0;1;0;0.0;0.0;fraca
2016;1;3;0;30;0;0;0.0;0.0;fraca
2016;1;17;1;30;1;0;0.0;0.0;fraca
2016;1;11;22;0;6;0;0.0;0.0;fraca
2016;1;2;13;30;3;0;0.0;0.0;fraca
2016;1;6;21;30;17;0;0.0;0.0;fraca
2016;1;29;23;0;3;0;0.0;0.0;fraca
2016;1;18;9;30;6;0;0.0;0.0;fraca
2016;1;11;5;0;0;0;0.4;0.2;fraca
2016;1;8;7;0;6;0;0.0;0.0;fraca
2016;1;13;1;0;5;0;0.0;0.0;fraca
2016;1;26;2;30;1;0;0.0;0.0;fraca
2016;1;15;10;30;2;0;0.0;0.0;fraca
2016;1;10;23;0;12;0;0.0;0.0;fraca
2016;1;13;14;0;8;0;0.0;0.0;fraca
2016;1;7;13;0;17;0;0.0;0.0;fraca
2016;1;24;10;0;3;0;0.0;0.0;fraca
2016;1;22;5;0;0;0;0.0;0.0;fraca
2016;1;7;19;0;32;0;0.0;0.0;fraca
2016;1;30;21;0;11;0;0.0;0.0;fraca
2016;1;13;10;30;16;0;0.0;0.0;fraca
2016;1;8;23;0;2;0;0.0;0.0;fraca
2016;1;8;5;0;1;0;0.0;0.0;fraca
2016;1;31;11;30;8;0;0.0;0.0;fraca
2016;1;9;17;0;0;0;0.0;0.0;fraca
2016;1;31;18;30;4;0;0.0;0.0;fraca
2016;1;6;10;0;3;0;0.0;0.0;fraca
2016;1;1;4;0;0;0;0.0;0.0;fraca
2016;1;12;17;0;39;0;0.0;0.0;fraca
2016;1;19;8;30;2;0;0.0;0.0;fraca
2016;1;26;18;30;10;0;0.0;0.0;fraca
2016;1;24;11;0;8;0;0.0;0.0;fraca
2016;1;3;22;0;3;0;0.0;0.0;fraca
2016;1;13;22;30;31;0;0.0;0.0;fraca
2016;1;4;18;30;9;0;0.0;0.0;fraca
2016;1;25;15;30;7;0;0.0;0.0;fraca
2016;1;3;23;30;1;0;0.0;0.0;fraca
2016;1;1;20;0;4;0;1.77;0.79;fraca
2016;1;16;16;30;11;0;0.0;0.0;fraca
2016;1;25;21;30;2;0;0.0;0.0;fraca
2016;1;2;23;30;0;0;0.98;0.4;fraca
2016;1;12;18;30;17;0;0.0;0.0;fraca
2016;1;12;3;30;12;1;0.2;0.0;fraca
2016;1;10;14;30;4;0;0.4;0.0;fraca
2016;1;2;20;0;0;0;0.0;0.0;fraca
2016;1;28;3;0;0;0;0.0;0.0;fraca
2016;1;23;8;30;1;0;0.0;0.0;fraca
2016;1;19;2;0;0;0;0.0;0.0;fraca
2016;1;28;8;30;5;0;0.0;0.0;fraca
2016;1;25;18;30;5;0;0.0;0.0;fraca
2016;1;29;10;0;10;0;0.0;0.0;fraca
2016;1;17;7;30;4;0;0.0;0.0;fraca
2016;1;18;0;0;2;0;0.0;0.0;fraca
2016;1;20;7;30;5;0;0.0;0.0;fraca
2016;1;14;17;30;14;0;0.0;0.2;fraca
2016;1;21;13;30;9;0;0.0;0.0;fraca
2016;1;19;6;0;0;0;0.0;0.0;fraca
2016;1;8;10;0;14;0;0.0;0.0;fraca
2016;1;29;22;30;4;0;0.0;0.0;fraca
2016;1;18;20;30;9;0;0.0;0.0;fraca
2016;1;23;18;30;7;0;0.0;0.0;fraca
2016;1;31;15;30;4;0;0.0;0.0;fraca
2016;1;17;17;0;8;0;0.0;0.0;fraca
2016;1;23;1;0;19;0;0.0;0.0;fraca
2016;1;8;0;30;0;0;0.0;0.0;fraca
2016;1;14;6;30;2;0;0.0;0.0;fraca
2016;1;4;20;30;0;0;0.0;0.0;fraca
2016;1;7;21;0;19;0;0.0;0.0;fraca
2016;1;27;9;30;10;0;0.0;0.0;fraca
2016;1;7;9;30;6;0;0.0;0.0;fraca
2016;1;8;12;0;14;0;0.0;0.0;fraca
2016;1;10;15;30;11;0;0.2;0.0;fraca
2016;1;20;0;30;1;0;0.0;0.0;fraca
2016;1;13;6;30;0;0;0.0;0.0;fraca
2016;1;15;19;0;7;0;0.0;0.0;fraca
2016;1;5;11;0;19;0;0.0;0.0;fraca
2016;1;13;23;30;3;0;0.0;0.0;fraca
2016;1;4;17;30;5;0;0.0;0.0;fraca
2016;1;14;15;30;1;0;0.0;0.0;fraca
2016;1;16;14;0;9;0;0.0;0.0;fraca
2016;1;12;23;0;15;0;0.0;0.0;fraca
2016;1;4;9;0;3;0;0.0;0.0;fraca
2016;1;22;3;0;0;0;0.0;0.0;fraca
2016;1;12;21;30;2;0;0.0;0.0;fraca
2016;1;28;22;0;0;0;0.0;0.0;fraca
2016;1;23;6;30;4;0;0.0;0.0;fraca
2016;1;11;21;30;21;0;0.0;0.0;fraca
2016;1;25;17;30;2;0;0.0;0.0;fraca
2016;1;17;11;30;4;0;0.0;0.0;fraca
2016;1;9;21;30;0;0;6.11;1.18;fraca
2016;1;4;6;30;2;0;0.0;0.0;fraca
2016;1;29;23;30;10;0;0.0;0.0;fraca
2016;1;26;15;0;8;0;0.0;0.0;fraca
2016;1;22;13;30;11;0;0.0;0.0;fraca
2016;1;9;15;30;9;0;0.0;0.0;fraca
2016;1;18;15;0;5;0;0.0;0.0;fraca
2016;1;10;9;0;9;0;0.0;0.0;fraca
2016;1;31;6;30;1;0;0.0;0.0;fraca
2016;1;29;1;0;8;0;0.0;0.0;fraca
2016;1;7;4;0;0;0;0.0;0.0;fraca
2016;1;30;12;30;4;0;0.0;0.0;fraca
2016;1;9;9;0;0;0;0.0;0.0;fraca
2016;1;28;0;30;1;0;0.2;0.0;fraca
2016;1;19;23;0;2;0;0.0;0.0;fraca
2016;1;7;18;30;7;0;0.0;0.0;fraca
2016;1;4;21;30;5;0;0.0;0.0;fraca
2016;1;23;1;30;27;0;0.0;0.0;fraca
2016;1;18;8;0;9;0;0.0;0.0;fraca
2016;1;5;19;0;8;0;0.0;0.0;fraca
2016;1;24;6;0;0;0;0.0;0.0;fraca
2016;1;9;3;30;0;0;0.0;0.0;fraca
2016;1;19;10;0;3;0;0.0;0.0;fraca
2016;1;2;12;0;2;0;0.0;0.0;fraca
2016;1;16;9;30;3;0;0.0;0.0;fraca
2016;1;7;12;0;6;0;0.0;0.0;fraca
2016;1;6;9;30;2;0;0.0;0.0;fraca
2016;1;13;16;0;6;0;0.0;0.0;fraca
2016;1;3;14;0;12;0;0.0;0.0;fraca
2016;1;31;14;30;7;0;0.0;0.0;fraca
2016;1;4;4;0;18;0;0.0;0.0;fraca
2016;1;16;1;0;2;0;0.0;0.0;fraca
2016;1;22;16;30;8;0;0.0;0.0;fraca
2016;1;9;4;30;16;0;0.0;0.0;fraca
2016;1;22;6;30;0;0;0.0;0.0;fraca
2016;1;6;7;0;13;0;0.0;0.0;fraca
2016;1;19;7;0;3;0;0.0;0.0;fraca
2016;1;28;17;0;3;0;0.0;0.0;fraca
2016;1;12;6;0;0;0;1.77;0.0;fraca
2016;1;10;22;30;6;0;0.0;0.0;fraca
2016;1;27;9;0;5;0;0.0;0.0;fraca
2016;1;26;2;0;1;0;0.0;0.0;fraca
2016;1;8;16;0;5;0;0.0;0.0;fraca
2016;1;12;10;30;8;0;0.78;0.0;fraca
2016;1;11;16;0;2;0;0.2;0.4;fraca
2016;1;12;22;30;7;0;0.0;0.0;fraca
2016;1;27;22;0;3;0;0.98;0.4;fraca
2016;1;27;10;0;4;0;0.0;0.0;fraca
2016;1;29;17;0;5;0;0.0;0.0;fraca
2016;1;18;23;0;1;0;0.0;0.0;fraca
2016;1;16;3;0;0;0;0.0;0.0;fraca
2016;1;26;3;0;0;0;0.0;0.0;fraca
2016;1;23;12;30;5;0;0.0;0.0;fraca
2016;1;16;21;30;5;0;0.0;0.0;fraca
2016;1;9;10;0;3;0;0.0;0.0;fraca
2016;1;22;15;30;3;0;0.0;0.0;fraca
2016;1;6;7;30;6;0;0.0;0.0;fraca
2016;1;25;15;0;6;0;0.0;0.0;fraca
2016;1;27;7;30;3;0;0.0;0.0;fraca
2016;1;17;6;0;0;0;0.0;0.0;fraca
2016;1;16;3;30;0;0;0.0;0.0;fraca
2016;1;14;9;30;6;0;0.0;0.0;fraca
2016;1;19;1;0;2;0;0.0;0.0;fraca
2016;1;18;14;0;12;0;0.0;0.0;fraca
2016;1;28;6;30;5;0;0.0;0.0;fraca
2016;1;21;15;30;7;0;0.0;0.0;fraca
2016;1;11;18;0;9;0;0.2;0.2;fraca
2016;1;10;9;30;3;0;0.0;0.0;fraca
2016;1;22;9;0;6;0;0.0;0.0;fraca
2016;1;8;6;30;0;0;0.0;0.0;fraca
2016;1;27;15;30;13;1;0.0;0.0;fraca
2016;1;26;23;30;5;0;0.0;0.0;fraca
2016;1;12;0;0;1;0;0.0;0.0;fraca
2016;1;30;23;0;6;0;0.0;0.0;fraca
2016;1;28;10;0;7;0;0.0;0.0;fraca
2016;1;26;4;30;0;0;0.0;0.0;fraca
2016;1;11;1;30;14;0;0.2;0.0;fraca
2016;1;2;17;30;10;0;0.0;0.0;fraca
2016;1;5;13;30;18;0;0.0;0.0;fraca
2016;1;23;2;30;9;0;0.0;0.0;fraca
2016;1;27;13;0;9;0;0.0;0.0;fraca
2016;1;26;12;30;10;0;0.0;0.0;fraca
2016;1;15;21;30;2;0;0.0;0.0;fraca
2016;1;21;5;30;3;0;0.0;0.0;fraca
2016;1;16;18;0;8;0;0.0;0.0;fraca
2016;1;22;7;0;6;0;0.0;0.0;fraca
2016;1;5;10;30;4;0;0.0;0.0;fraca
2016;1;7;10;30;6;0;0.0;0.0;fraca
2016;1;30;5;30;1;0;0.2;0.0;fraca
2016;1;7;15;30;5;0;0.0;0.0;fraca
2016;1;1;6;30;0;0;0.0;0.0;fraca
2016;1;3;14;30;23;0;0.0;0.0;fraca
2016;1;28;1;0;0;0;0.0;0.0;fraca
2016;1;21;8;0;2;0;0.0;0.0;fraca
2016;1;13;5;0;0;0;0.0;0.0;fraca
2016;1;14;5;30;3;0;0.0;0.0;fraca
2016;1;9;18;0;0;0;0.0;0.0;fraca
2016;1;6;15;30;13;0;0.0;0.0;fraca
2016;1;9;6;30;0;0;0.0;0.0;fraca
2016;1;19;5;30;2;0;0.0;0.0;fraca
2016;1;2;19;0;31;0;0.0;0.0;fraca
2016;1;25;13;30;6;0;0.0;0.0;fraca
2016;1;6;6;0;0;0;0.0;0.0;fraca
2016;1;15;17;30;7;0;0.0;0.0;fraca
2016;1;18;5;30;2;0;0.0;0.0;fraca
2016;1;31;4;30;0;0;0.0;0.0;fraca
2016;1;19;17;30;9;0;0.0;0.0;fraca
2016;1;10;21;30;4;0;0.0;0.0;fraca
2016;1;8;4;0;43;0;0.0;0.0;fraca
2016;1;26;19;30;5;0;0.0;0.0;fraca
2016;1;12;19;0;9;0;0.0;0.0;fraca
2016;1;23;23;30;4;0;0.0;0.0;fraca
2016;1;25;9;0;5;0;0.0;0.0;fraca
2016;1;19;0;30;2;0;0.0;0.0;fraca
2016;1;14;5;0;0;0;0.0;0.0;fraca
2016;1;8;13;30;8;0;0.0;0.0;fraca
2016;1;6;22;30;7;0;0.0;0.0;fraca
2016;1;17;10;30;5;0;0.0;0.0;fraca
2016;1;30;7;30;3;0;0.0;0.0;fraca
2016;1;13;3;30;0;0;0.0;0.0;fraca
2016;1;19;7;30;1;0;0.0;0.0;fraca
2016;1;25;13;0;7;0;0.0;0.0;fraca
2016;1;19;0;0;1;0;0.0;0.0;fraca
2016;1;19;23;30;4;0;0.0;0.0;fraca
2016;1;30;15;0;6;0;0.0;0.0;fraca
2016;1;2;4;30;0;0;0.0;0.79;fraca
2016;1;13;21;0;31;0;0.0;0.0;fraca
2016;1;5;16;30;4;0;0.0;0.0;fraca
2016;1;22;2;30;1;0;0.0;0.0;fraca
2016;1;13;10;0;15;0;0.0;0.0;fraca
2016;1;24;4;0;0;0;0.0;0.0;fraca
2016;1;21;2;30;1;0;0.0;0.0;fraca
2016;1;23;4;0;0;0;0.0;0.0;fraca
2016;1;5;18;30;6;0;0.0;0.0;fraca
2016;1;20;1;30;4;0;0.0;0.0;fraca
2016;1;4;20;0;18;0;0.0;0.0;fraca
2016;1;2;7;0;1;0;0.79;0.98;fraca
2016;1;17;9;30;0;0;0.0;0.0;fraca
2016;1;8;16;30;5;0;0.0;0.0;fraca
2016;1;4;15;0;9;0;0.0;0.0;fraca
2016;1;13;4;30;0;0;0.0;0.0;fraca
2016;1;1;18;30;1;0;9.06;5.31;moderada
2016;1;3;3;0;0;0;0.0;0.0;fraca
2016;1;15;11;30;11;0;0.59;0.0;fraca
2016;1;15;11;0;7;0;0.0;0.59;fraca
2016;1;8;21;30;3;0;0.0;0.0;fraca
2016;1;27;0;30;0;0;0.0;0.0;fraca
2016;1;25;1;0;8;0;0.0;0.0;fraca
2016;1;19;16;0;8;0;0.0;0.0;fraca
2016;1;3;19;30;11;0;0.0;0.0;fraca
2016;1;28;13;0;13;0;0.0;0.0;fraca
2016;1;21;19;30;11;0;0.0;0.0;fraca
2016;1;2;22;0;0;0;0.0;0.2;fraca
2016;1;26;17;0;10;0;0.0;0.0;fraca
2016;1;18;9;0;6;0;0.0;0.0;fraca
2016;1;4;23;0;2;0;0.0;0.0;fraca
2016;1;10;5;30;0;0;0.2;0.0;fraca
2016;1;5;1;0;0;0;0.0;0.0;fraca
2016;1;10;12;30;8;0;0.0;0.0;fraca
2016;1;8;22;30;3;0;0.0;0.0;fraca
2016;1;3;10;0;1;0;0.0;0.0;fraca
2016;1;7;16;30;7;0;0.0;0.0;fraca
2016;1;27;1;30;1;0;0.0;0.0;fraca
2016;1;24;23;0;5;0;0.0;0.0;fraca
2016;1;19;13;30;9;0;0.0;0.0;fraca
2016;1;13;0;0;2;0;0.0;0.0;fraca
2016;1;27;3;0;1;0;0.0;0.0;fraca
2016;1;20;17;0;3;0;0.0;0.0;fraca
2016;1;20;22;30;6;0;0.0;0.0;fraca
2016;1;29;2;0;2;0;0.0;0.0;fraca
2016;1;31;1;30;7;0;0.0;0.0;fraca
2016;1;14;20;30;6;0;0.4;0.2;fraca
2016;1;21;10;0;15;0;0.0;0.0;fraca
2016;1;21;7;0;3;0;0.0;0.0;fraca
2016;1;6;8;0;6;0;0.0;0.0;fraca
2016;1;27;21;30;5;0;2.16;0.98;fraca
2016;1;21;23;0;2;0;0.0;0.0;fraca
2016;1;25;5;30;1;0;0.0;0.0;fraca
2016;1;8;4;30;0;0;0.0;0.0;fraca
2016;1;27;17;30;6;0;7.48;20.49;forte
2016;1;30;11;0;5;0;0.0;0.0;fraca
2016;1;10;8;30;3;0;0.0;0.0;fraca
2016;1;31;7;0;0;0;0.0;0.0;fraca
2016;1;31;16;30;8;0;0.0;0.0;fraca
2016;1;6;10;30;14;0;0.0;0.0;fraca
2016;1;5;7;30;5;0;0.0;0.0;fraca
2016;1;9;6;0;0;0;0.0;0.0;fraca
2016;1;24;1;0;5;0;0.0;0.0;fraca
2016;1;27;16;30;10;2;0.0;0.0;fraca
2016;1;13;19;30;2;0;0.0;0.0;fraca
2016;1;26;13;30;7;0;0.0;0.0;fraca
2016;1;31;15;0;9;0;0.0;0.0;fraca
2016;1;16;6;30;2;0;0.0;0.0;fraca
2016;1;14;7;0;7;0;0.0;0.0;fraca
2016;1;25;14;0;5;0;0.0;0.0;fraca
2016;1;9;16;30;0;0;0.0;0.0;fraca
2016;1;30;2;30;2;0;0.0;0.0;fraca
2016;1;23;7;0;4;0;0.0;0.0;fraca
2016;1;23;11;30;3;0;0.0;0.0;fraca
2016;1;1;21;0;2;0;0.0;0.0;fraca
2016;1;14;15;0;4;0;0.0;0.0;fraca
2016;1;13;12;0;8;0;0.0;0.0;fraca
2016;1;8;20;0;5;0;0.0;0.0;fraca
2016;1;9;13;0;15;0;0.0;0.0;fraca
2016;1;6;18;30;14;0;0.0;0.0;fraca
2016;1;3;9;30;2;0;0.2;0.0;fraca
2016;1;9;14;0;7;0;0.0;0.0;fraca
2016;1;31;16;0;9;0;0.0;0.0;fraca
2016;1;30;8;0;5;0;0.0;0.0;fraca
2016;1;13;6;0;0;0;0.0;0.0;fraca
2016;1;4;13;0;16;0;0.0;0.0;fraca
2016;1;2;10;30;1;0;0.2;0.2;fraca
2016;1;30;19;0;6;0;0.0;0.0;fraca
2016;1;26;10;30;10;0;0.0;0.0;fraca
2016;1;6;20;30;7;0;0.0;0.0;fraca
2016;1;14;0;30;0;0;0.0;0.0;fraca
2016;1;10;18;0;9;0;0.0;0.0;fraca
2016;1;21;10;30;10;0;0.0;0.0;fraca
2016;1;31;18;0;6;0;0.0;0.0;fraca
2016;1;21;21;30;3;0;0.0;0.0;fraca
2016;1;12;0;30;1;0;0.0;0.0;fraca
2016;1;18;2;30;0;0;0.0;0.0;fraca
2016;1;6;4;0;0;0;0.0;0.0;fraca
2016;1;18;22;30;5;0;0.0;0.0;fraca
2016;1;18;10;30;11;0;0.0;0.0;fraca
2016;1;29;0;30;2;0;0.0;0.0;fraca
2016;1;7;14;0;12;0;0.0;0.0;fraca
2016;1;3;11;0;2;0;0.0;0.0;fraca
2016;1;19;22;30;6;0;0.0;0.0;fraca
2016;1;10;13;0;6;0;0.0;0.0;fraca
2016;1;14;23;30;5;0;2.75;2.36;fraca
2016;1;25;16;0;5;0;0.0;0.0;fraca
2016;1;20;14;30;26;0;0.0;0.0;fraca
2016;1;13;5;30;3;0;0.0;0.0;fraca
2016;1;29;18;30;9;0;0.0;0.0;fraca
2016;1;9;8;30;5;0;0.0;0.0;fraca
2016;1;7;23;30;1;0;0.0;0.0;fraca
2016;1;22;1;0;2;0;0.0;0.0;fraca
2016;1;31;12;0;3;0;0.0;0.0;fraca
2016;1;20;18;0;5;0;0.0;0.0;fraca
2016;1;29;6;30;9;0;0.0;0.0;fraca
2016;1;6;8;30;4;0;0.0;0.0;fraca
2016;1;15;15;30;4;0;0.0;0.0;fraca
2016;1;30;17;0;10;0;0.0;0.0;fraca
2016;1;21;1;30;6;0;0.0;0.0;fraca
2016;1;18;3;30;0;0;0.0;0.0;fraca
2016;1;17;3;0;1;0;0.0;0.0;fraca
2016;1;8;5;30;2;0;0.0;0.0;fraca
2016;1;7;23;0;10;0;0.0;0.0;fraca
2016;1;24;7;0;1;0;0.0;0.0;fraca
2016;1;6;12;30;10;0;0.0;0.0;fraca
2016;1;23;14;0;6;0;0.0;0.0;fraca
2016;1;17;0;30;5;0;0.0;0.0;fraca
2016;1;30;2;0;3;0;0.0;0.0;fraca
2016;1;24;14;30;7;0;0.0;0.0;fraca
2016;1;2;16;0;5;0;1.97;0.99;fraca
2016;1;26;16;0;5;0;0.0;0.0;fraca
2016;1;16;20;30;13;0;0.0;0.0;fraca
2016;1;2;11;30;1;0;0.0;0.0;fraca
2016;1;30;10;0;5;0;0.0;0.0;fraca
2016;1;2;14;30;16;0;0.0;0.0;fraca
2016;1;7;20;30;9;0;0.0;0.0;fraca
2016;1;24;13;30;13;0;0.0;0.0;fraca
2016;1;19;13;0;13;0;0.0;0.0;fraca
2016;1;3;2;0;0;0;0.0;0.0;fraca
2016;1;18;3;0;1;0;0.0;0.0;fraca
2016;1;29;5;30;3;0;0.0;0.0;fraca
2016;1;17;19;30;7;0;0.0;0.0;fraca
2016;1;25;0;30;0;0;0.0;0.0;fraca
2016;1;31;13;0;11;0;0.0;0.0;fraca
2016;1;26;20;30;9;0;0.0;0.0;fraca
2016;1;6;14;0;17;0;0.0;0.0;fraca
2016;1;20;23;30;1;0;0.0;0.4;fraca
2016;1;29;11;30;8;0;0.0;0.0;fraca
2016;1;11;15;0;8;0;0.4;0.4;fraca
2016;1;16;5;0;1;0;0.0;0.0;fraca
2016;1;27;2;0;1;0;0.0;0.0;fraca
2016;1;3;0;0;0;0;0.4;0.0;fraca
2016;1;1;22;30;1;0;0.0;0.0;fraca
2016;1;17;9;0;3;0;0.0;0.0;fraca
2016;1;17;6;30;0;0;0.0;0.0;fraca
2016;1;18;17;0;7;0;0.0;0.0;fraca
2016;1;19;15;30;5;0;0.0;0.0;fraca
2016;1;19;2;30;3;0;0.0;0.0;fraca
2016;1;15;14;30;11;0;0.0;0.0;fraca
2016;1;21;12;30;8;0;0.0;0.0;fraca
2016;1;23;20;0;14;0;0.0;0.0;fraca
2016;1;29;9;0;15;0;0.0;0.0;fraca
2016;1;7;17;0;10;0;0.0;0.0;fraca
2016;1;14;8;0;4;0;0.0;0.0;fraca
2016;1;21;23;30;2;0;0.0;0.0;fraca
2016;1;17;14;30;6;0;0.0;0.0;fraca
2016;1;20;10;0;4;0;0.0;0.0;fraca
2016;1;17;18;30;4;0;0.0;0.0;fraca
2016;1;2;15;0;12;0;0.0;0.0;fraca
2016;1;8;10;30;13;0;0.0;0.0;fraca
2016;1;23;16;30;2;0;0.0;0.0;fraca
2016;1;22;14;30;6;0;0.0;0.0;fraca
2016;1;8;3;30;4;0;0.0;0.0;fraca
2016;1;4;2;0;1;0;0.0;0.0;fraca
2016;1;12;1;30;1;0;0.0;0.0;fraca
2016;1;2;2;0;0;0;0.0;0.0;fraca
2016;1;17;5;0;0;0;0.0;0.0;fraca
2016;1;10;7;0;0;0;0.0;0.0;fraca
2016;1;29;1;30;14;0;0.0;0.0;fraca
2016;1;3;6;0;0;0;0.2;0.0;fraca
2016;1;20;21;30;4;0;0.0;0.0;fraca
2016;1;21;20;0;5;0;0.0;0.0;fraca
2016;1;1;12;0;1;0;0.0;0.0;fraca
2016;1;16;23;0;4;0;0.0;0.0;fraca
2016;1;4;17;0;54;0;0.0;0.0;fraca
2016;1;14;8;30;6;0;0.0;0.0;fraca
2016;1;11;19;30;10;0;0.0;0.0;fraca
2016;1;4;19;30;12;0;0.0;0.0;fraca
2016;1;7;19;30;18;0;0.0;0.0;fraca
2016;1;23;3;0;7;0;0.0;0.0;fraca
2016;1;17;21;0;5;0;0.0;0.0;fraca
2016;1;29;21;0;5;0;0.0;0.0;fraca
2016;1;2;20;30;0;0;0.0;0.0;fraca
2016;1;21;14;0;9;0;0.0;0.0;fraca
2016;1;24;9;0;4;0;0.0;0.0;fraca
2016;1;5;3;30;44;0;0.0;0.0;fraca
2016;1;3;21;30;3;0;0.0;0.0;fraca
2016;1;22;21;30;6;0;0.0;0.0;fraca
2016;1;10;3;0;0;0;0.0;8.86;moderada
2016;1;25;17;0;3;0;0.0;0.0;fraca
2016;1;13;11;0;8;0;0.0;0.0;fraca
2016;1;16;22;0;5;0;0.0;0.0;fraca
2016;1;19;15;0;15;0;0.0;0.0;fraca
2016;1;30;9;30;11;0;0.0;0.0;fraca
2016;1;5;20;0;8;0;0.0;0.0;fraca
2016;1;2;8;30;2;0;0.6;1.77;fraca
2016;1;11;15;30;3;0;0.4;0.2;fraca
2016;1;1;14;30;5;0;0.0;0.0;fraca
2016;1;24;11;30;8;0;0.0;0.0;fraca
2016;1;10;10;0;4;0;0.0;0.2;fraca
2016;1;1;7;30;0;0;0.0;0.0;fraca
2016;1;23;10;30;6;0;0.0;0.0;fraca
2016;1;26;8;30;13;0;0.0;0.0;fraca
2016;1;18;21;30;11;0;0.0;0.0;fraca
