year;month;day;hour;minute;tweets;related;rainfall (mm/30min);precision;recall;Next batch rainfall (mm/30min);Next batch rainfall class
2016;1;8;3;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;5;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;12;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;11;0;24;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;4;0;1;0;0.0;0.0;0.0;0.2;fraca
2016;1;30;12;30;9;0;0.0;0.0;0.0;0.2;fraca
2016;1;12;10;0;11;0;0.0;0.0;0.0;0.79;fraca
2016;1;6;7;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;18;30;0;0;0.0;0.0;0.0;0.2;fraca
2016;1;13;4;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;11;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;19;30;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;13;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;20;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;12;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;12;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;13;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;12;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;4;30;1;0;0.59;0.0;0.0;2.36;fraca
2016;1;9;21;0;0;0;15.19;0.0;0.0;2.36;fraca
2016;1;22;4;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;6;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;22;0;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;9;0;19;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;2;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;16;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;13;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;18;0;16;0;0.2;0.0;0.0;0.0;fraca
2016;1;7;3;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;3;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;14;0;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;1;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;16;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;6;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;1;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;3;30;0;0;1.19;0.0;0.0;3.15;moderada
2016;1;23;14;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;16;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;31;5;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;22;0;20;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;2;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;4;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;1;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;17;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;19;30;15;0;7.67;0.0;0.0;0.98;fraca
2016;1;24;0;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;12;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;12;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;21;30;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;20;0;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;6;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;1;0;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;23;0;18;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;11;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;19;30;18;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;22;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;8;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;15;0;20;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;20;30;23;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;6;0;0;0;0.59;0.0;0.0;0.2;fraca
2016;1;23;15;0;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;10;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;2;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;14;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;5;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;0;0;4;0;0.0;0.0;0.0;0.59;fraca
2016;1;1;20;30;8;0;7.47;0.0;0.0;0.59;fraca
2016;1;8;4;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;1;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;19;0;29;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;11;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;16;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;20;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;8;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;31;21;30;21;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;18;0;4;0;0.79;0.0;0.0;1.18;fraca
2016;1;25;5;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;17;30;28;2;14.77;8.287956770017487e-06;0.0032258064516129032;0.39;fraca
2016;1;6;8;30;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;21;0;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;8;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;20;0;18;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;12;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;2;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;2;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;3;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;14;30;22;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;22;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;23;0;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;0;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;21;30;4;0;0.59;0.0;0.0;0.6;fraca
2016;1;29;8;30;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;21;30;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;17;0;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;17;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;17;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;23;0;5;0;0.4;0.0;0.0;0.2;fraca
2016;1;31;18;30;37;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;9;0;4;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
2016;1;22;23;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;3;9;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;1;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;17;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;13;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;16;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;18;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;11;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;19;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;17;30;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;16;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;12;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;13;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;0;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;14;0;21;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;19;30;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;4;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;19;0;22;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;11;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;22;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;7;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;3;3;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;9;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;14;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;5;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;21;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;9;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;2;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;20;0;12;1;0.98;4.143978385008743e-06;0.0016129032258064516;1.57;fraca
2016;1;27;21;0;17;0;1.37;0.0;0.0;1.18;fraca
2016;1;7;15;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;14;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;3;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;12;30;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;6;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;3;10;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;19;30;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;8;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;23;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;4;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;10;0;3;0;0.0;0.0;0.0;0.2;fraca
2016;1;22;6;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;17;30;19;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;9;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;2;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;5;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;7;0;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;23;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;21;0;20;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;20;30;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;10;30;10;0;0.2;0.0;0.0;1.38;fraca
2016;1;3;18;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;9;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;10;30;4;0;0.79;0.0;0.0;1.18;fraca
2016;1;28;22;30;23;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;15;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;22;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;6;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;23;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;11;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;8;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;7;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;8;0;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;15;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;20;30;25;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;21;0;12;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
2016;1;23;2;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;1;30;1;0;0.2;0.0;0.0;0.0;fraca
2016;1;30;7;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;9;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;17;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;17;30;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;23;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;11;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;14;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;2;1;0;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;18;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;8;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;20;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;1;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;13;30;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;16;11;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;23;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;10;0;19;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;21;0;10;0;0.59;0.0;0.0;0.59;fraca
2016;1;9;23;0;0;0;0.4;0.0;0.0;0.0;fraca
2016;1;20;20;0;18;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;9;0;3;0;0.4;0.0;0.0;0.0;fraca
2016;1;8;9;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;0;30;4;0;1.18;0.0;0.0;0.4;fraca
2016;1;1;5;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;2;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;13;30;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;19;30;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;5;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;2;0;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;4;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;19;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;4;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;10;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;2;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;4;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;20;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;12;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;30;6;30;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;5;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;13;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;0;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;19;30;31;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;14;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;12;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;6;30;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;22;0;15;0;0.6;0.0;0.0;0.4;fraca
2016;1;16;2;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;7;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;22;0;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;31;18;0;45;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;3;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;17;30;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;6;0;4;0;0.0;0.0;0.0;0.39;fraca
2016;1;24;14;0;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;16;0;9;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
2016;1;25;1;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;20;22;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;2;2;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;0;0;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;15;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;10;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;15;30;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;13;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;8;0;10;0;0.2;0.0;0.0;0.2;fraca
2016;1;28;2;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;8;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;7;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;20;30;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;6;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;7;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;8;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;22;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;8;30;6;0;0.0;0.0;0.0;0.2;fraca
2016;1;21;17;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;8;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;12;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;27;9;0;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;16;30;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;4;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;12;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;6;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;19;0;29;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;2;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;10;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;9;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;9;20;30;0;0;1.76;0.0;0.0;15.19;forte
2016;1;30;21;0;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;20;30;18;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;5;30;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;4;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;14;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;31;14;0;20;0;0.0;0.0;0.0;0.0;fraca
2016;1;1;4;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;2;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;8;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;13;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;9;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;16;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;22;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;15;15;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;9;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;13;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;0;30;3;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;19;30;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;16;30;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;7;30;2;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;7;0;1;0;0.0;0.0;0.0;0.2;fraca
2016;1;20;20;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;18;0;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;23;0;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;20;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;13;0;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;16;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;21;0;23;0;0.0;0.0;0.0;0.0;fraca
2016;1;8;3;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;8;0;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;15;0;8;0;0.4;0.0;0.0;0.6;fraca
2016;1;9;6;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;13;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;21;30;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;8;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;29;8;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;5;0;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;7;30;8;0;0.2;0.0;0.0;0.2;fraca
2016;1;2;22;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;23;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;12;2;0;8;0;0.0;0.0;0.0;0.4;fraca
2016;1;28;19;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;6;20;30;13;0;0.0;0.0;0.0;0.0;fraca
2016;1;19;17;0;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;4;1;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;17;22;0;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;2;30;0;0;0.0;0.0;0.0;5.51;moderada
2016;1;13;17;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;12;0;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;5;0;1;0;0.0;0.0;0.0;0.0;fraca
2016;1;31;23;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;18;15;30;14;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;8;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;19;30;25;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;10;30;7;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;8;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;26;1;0;2;0;1.77;0.0;0.0;0.2;fraca
2016;1;2;17;0;13;0;0.39;0.0;0.0;2.96;moderada
2016;1;5;8;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;15;0;9;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;18;30;19;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;18;30;16;0;0.0;0.0;0.0;0.0;fraca
2016;1;21;21;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;6;0;8;0;0.79;0.0;0.0;0.59;fraca
2016;1;27;2;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;13;21;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;11;30;11;0;0.0;0.0;0.0;0.0;fraca
2016;1;25;20;30;14;2;0.0;8.287956770017487e-06;0.0032258064516129032;0.0;fraca
2016;1;29;11;0;15;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;5;30;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;28;11;30;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;13;30;9;1;0.0;4.143978385008743e-06;0.0016129032258064516;0.0;fraca
2016;1;21;5;30;0;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;18;0;5;0;0.0;0.0;0.0;0.0;fraca
2016;1;24;22;0;17;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;23;0;8;0;0.0;0.0;0.0;0.0;fraca
2016;1;22;15;30;21;0;0.0;0.0;0.0;0.0;fraca
2016;1;10;14;0;10;0;0.0;0.0;0.0;0.0;fraca
2016;1;7;11;0;6;0;0.0;0.0;0.0;0.0;fraca
2016;1;14;1;0;4;0;0.0;0.0;0.0;0.0;fraca
2016;1;5;19;30;23;0;0.0;0.0;0.0;0.0;fraca
2016;1;23;14;30;12;0;0.0;0.0;0.0;0.0;fraca
2016;1;11;3;30;2;0;0.0;0.0;0.0;0.2;fraca
